Week,Phase,Phase Name,Movement Theme,Audience,Weekly Theme,Session Title,The Territory,Opening Question,Spiral Thread,Spiral Depth,Revisits Weeks,Week Type,S1 Welcome Wall Note,S2 Voices Callback Intro,S3 Ancient Wisdom (full text),"S3 Ancient Wisdom VO Script (10s, <=28 words)",S3 Video URL,S3 Captions URL,S4 In Today's World (full text),"S4 In Today's World VO Script (10s, <=28 words)",S4 Video URL,S4 Captions URL,S5 Today's Theme (write from transcript),S5 Source: Opening Hook (legacy),S5 Source: Core Concept (legacy),S6 Video URL,S6 Video Title/Description,S6 Video Transcript,S6 Reflective Question 1,S6 Reflective Question 2,S7 Private Write Prompt (90 sec),S7 Experiential Exercise,S8 Reflection Prompt,S9 Intention Prompt,S9 Practice (Mon),S9 Practice (Wed),S9 Practice (Sun),S10 Closing Quote,S10 Quote Attribution,S10 Core Affirmation,S11 Facilitator Prep Notes,S11 Watch For,S11 First Time Note,S11 Heavy Week Flag,S11 Post-Session Evaluation
15,2,Unlearn,Unlearn,Adult,Letting Go of Who You Were Supposed to Be,Default Settings and Custom Configuration,The inherited script of should,Whose expectations are you still living inside?,Permission and values,2 of 4,"14, 28, 43",Standard,,,"The Daoist concept of pu — the uncarved block — describes the state of original, unconditioned potential before social shaping has imposed a fixed form. You were once an uncarved block. A great deal has been carved since. The practice is not returning to the uncarved block — that's impossible. The practice is distinguishing between carving you chose and carving that was done to you.","The Daoist concept of pu — the uncarved block — describes the state of original, unconditioned potential before social shaping has imposed a fixed form.",,,You've been reading lines off a teleprompter someone else wrote — but it isn't your story. Today: put down one 'should' and say the line that's actually yours.,You've been reading lines off a teleprompter someone else wrote — but it isn't your story. Today: put down one 'should' and say the line that's actually yours.,,,"DRAFT — rewrite from the video transcript once the video is chosen.

Most of us are carrying an image of who we were supposed to become — defined by family expectation, cultural script, early ambition, or the version of success we absorbed from our environment. When life doesn't match that image, it can feel like failure. This week we examine that image — and ask whether it was ever actually ours.","Describe the person you were supposed to become — the version your family, culture, or early self expected. How closely does your current life match that image? And how do you feel about the gap?","Most of us are carrying an image of who we were supposed to become — defined by family expectation, cultural script, early ambition, or the version of success we absorbed from our environment. When life doesn't match that image, it can feel like failure. This week we examine that image — and ask whether it was ever actually ours.",https://www.youtube.com/watch?v=NiuDFBNDoSk,YouTube: 'There's More to Life Than Being Happy' by Emily Esfahani Smith — explores meaning vs. expected happiness and the freedom of living by your own values. Runtime ~12 min.,,,,Whose expectations are you still living inside?,"THE LIFE SCRIPT AUDIT: In your journal, write the life script you were given — the explicit or implicit expectations about your career, relationships, values, lifestyle, success markers. Be specific: who wrote it? What were the exact expectations? Now: which parts of that script did you consciously choose? Which parts are you living out of habit, obligation, or fear of disappointing someone? Which parts would you rewrite, if you had full permission? Share: one expectation you've been carrying that you're ready to examine.",What is one thing you've continued doing primarily because it matches who you were supposed to be — not who you actually are?,"Given what you noticed today, what is one thing you will do differently before next Sunday?",Notice once today a choice you make that aligns with your actual values rather than your inherited script.,Tell one person about one way your life has diverged from 'the plan' — and share how you actually feel about that divergence.,Bring back: what emerged when you wrote your life script? What surprised you?,,,"I am not the person I was supposed to be. I am something more honest, more mine, and more alive.","This session carries real grief for many people — particularly those who have sacrificed significant life choices to meet family or cultural expectations. Honour the grief without rushing to reframe it as positive. The work is witnessing, not fixing.",,,,
16,2,Unlearn,Unlearn,Adult,The Forgiveness Loop,Completing the Process,"Resentment, and who it actually costs","What are you still holding against someone, and what does holding it give you?",Forgiveness,1 of 3,"17, 45",Standard,,,"Ancient wisdom traditions across cultures converge on a radical idea: forgiveness is not a gift given to the wrongdoer. It is freedom claimed by the one who was wronged. The Daoist tradition frames it as releasing attachment to the outcome — not approving of the harm, but releasing the grip of the harm on your present moment.",Ancient wisdom traditions across cultures converge on a radical idea: forgiveness is not a gift given to the wrongdoer.,,,Resentment is gripping a hot coal to throw at someone — you're the one getting burned. Today: name one grudge and picture opening your hand and setting the coal down.,Resentment is gripping a hot coal to throw at someone — you're the one getting burned.,,,"DRAFT — rewrite from the video transcript once the video is chosen.

Unforgiveness is one of the heaviest things a human being can carry. Not because the other person deserves forgiveness — but because the person carrying the resentment is the one paying the physiological and psychological cost. This week we examine what forgiveness actually is — and what it isn't.",Think of someone you have not forgiven — or only partially forgiven. Don't name them aloud. Just notice: what happens in your body when you bring them to mind? That physiological response is the cost you're currently paying to keep the resentment running.,Unforgiveness is one of the heaviest things a human being can carry. Not because the other person deserves forgiveness — but because the person carrying the resentment is the one paying the physiological and psychological cost. This week we examine what forgiveness actually is — and what it isn't.,https://www.youtube.com/watch?v=Ik_V3UIqoQ0,"YouTube: 'Forgiveness' — Fred Luskin Stanford Forgiveness Project talk on what forgiveness actually is, the science behind it, and why it matters for health. Search for available versions. Runtime ~15–20 min.",,,,"What are you still holding against someone, and what does holding it give you?","THE FORGIVENESS INVENTORY: In your journal, write about one person or situation where you're carrying unforgiveness. Work through these steps: 1. Name the harm fully — what actually happened, what it cost you. 2. Acknowledge your emotional response — all of it, without editing. 3. Identify the story you've been repeating — how you've been re-telling this harm internally. 4. Ask honestly: what has carrying this cost you? What has it kept you from? 5. What would it mean — not to excuse the harm, but to release your own grip on it? Share: one insight from working through this — not necessarily the specific harm.",What is the oldest resentment you're still carrying? What has it cost you — not them — to hold it this long?,"Given what you noticed today, what is one thing you will do differently before next Sunday?","Once today, when you notice a resentment replaying, say internally: 'I acknowledge this hurt. I choose to release my grip on the story.' See what happens.",Share with one trusted person that you are working on releasing a resentment. You don't have to name who or what — just that you're doing the work.,Bring back: what shifted — even slightly — when you worked through the forgiveness inventory?,,,"I release the grip of resentment — not for them, but for myself. The energy is mine again.",This session can be deeply moving. Some participants will be carrying resentment toward deceased people — acknowledge that forgiveness does not require the other person to be present or even alive. Others will be carrying resentment toward themselves — gently note that self-forgiveness is Week 17. Never pressure anyone to forgive before they are ready.,,,YES,
17,2,Unlearn,Unlearn,Adult,Forgiving Yourself,Clearing the Cache,Accountability without self-attack,Is there something you have not forgiven yourself for?,Forgiveness,2 of 3,"16, 45",Standard,,,"The concept of ren in Confucian and Daoist philosophy — often translated as benevolence or humaneness — was considered the highest virtue. Critically, it begins with the self: you cannot genuinely extend humaneness to others from a place of ongoing self-prosecution. The ancient teachers understood what modern psychology confirms: self-compassion is not selfishness. It is the foundation of genuine contribution.",The concept of ren in Confucian and Daoist philosophy — often translated as benevolence or humaneness — was considered the highest virtue.,,,You wouldn't keep charging a friend for a debt they already paid — so stop billing yourself for the same mistake. Today: mark one thing 'paid — lesson kept' and close the account.,You wouldn't keep charging a friend for a debt they already paid — so stop billing yourself for the same mistake.,,,"DRAFT — rewrite from the video transcript once the video is chosen.

For many people, forgiving others is difficult — but forgiving themselves is nearly impossible. We hold ourselves to a standard of perfection that we would never apply to someone we loved. The result is a chronic state of internal prosecution — always on trial, never acquitted. This week we examine what it would mean to finally offer yourself the verdict of enough.","Think of something you have not forgiven yourself for — a decision, a failure, a harm you caused, a version of yourself you're ashamed of. Notice: how long have you been carrying this? What has it cost you?","For many people, forgiving others is difficult — but forgiving themselves is nearly impossible. We hold ourselves to a standard of perfection that we would never apply to someone we loved. The result is a chronic state of internal prosecution — always on trial, never acquitted. This week we examine what it would mean to finally offer yourself the verdict of enough.",https://www.youtube.com/watch?v=IvtZBUSplr4,TED Talk: Kristin Neff on self-compassion — the most research-backed resource on self-forgiveness available. Also search 'Kristin Neff self-forgiveness' for specific talks on this topic. Runtime ~15–20 min.,,,,Is there something you have not forgiven yourself for?,"SELF-FORGIVENESS PRACTICE: In your journal, work through one thing you haven't forgiven yourself for: 1. State clearly what happened — without minimising or catastrophising. 2. Acknowledge the harm caused — to yourself or others. 3. Acknowledge the remorse genuinely — not performed guilt, but real accountability. 4. Ask: what did I learn from this? What would I do differently? 5. Now write the response from your wisest, most compassionate self — as if you were responding to a close friend who had told you the same story. What would you say to them? Share: one insight from this process — not the specific content.",Write the letter you would send a close friend if they confessed to you the thing you haven't forgiven yourself for. Then read it back — to yourself.,"Given what you noticed today, what is one thing you will do differently before next Sunday?","Once today, when self-critical thoughts arise, try: 'I acknowledge what happened. I am learning. I am enough.' Notice the physiological difference from the usual self-prosecution.",Tell one person something you've been hard on yourself about — and let them respond without fixing it. Receive their response.,Bring back: what was it like to write the letter to yourself? What did your wisest self say?,,,I extend to myself the same compassion I would give to someone I love. I am accountable and I am enough.,"This is one of the most emotionally significant sessions of the year. Many people are carrying decades of self-judgment. The three-component process (acknowledge, remorse, compassion) is important — rushing to the compassion step without genuine acknowledgment feels hollow. Go slowly. Allow silence.",,,YES,
18,2,Unlearn,Unlearn,Adult,Rewiring the Critic — Building the Inner Coach,Building the Better Architecture,Turning the harsh voice into an honest one,What would a fair version of that voice have said instead?,The inner voice,2 of 3,"7, 32",Standard,,,The Daoist concept of the master teacher is instructive here: a true master does not diminish the student. They challenge them toward their actual capacity. The inner critic mistakes diminishment for challenge. The inner coach knows the difference. Building the inner coach is the practice of becoming your own true master.,The Daoist concept of the master teacher is instructive here: a true master does not diminish the student. They challenge them toward their actual capacity.,,,"Swap the heckler in your head for a good coach — same honesty, opposite tone. Today: rewrite one harsh line the way a great coach would say it.","Swap the heckler in your head for a good coach — same honesty, opposite tone. Today: rewrite one harsh line the way a great coach would say it.",,,"DRAFT — rewrite from the video transcript once the video is chosen.

In Phase 1 we identified the inner critic — where it came from and what it costs. Now, in Phase 2, we do the rewiring. This is not about silencing the critical voice forever. It is about replacing it with something more functional: an inner coach who is honest, grounded, and genuinely on your side.","Think of the most effective mentor, teacher, or coach you've ever had — real or imagined. What was the quality of their inner voice toward you? How did they deliver honest feedback without destroying your confidence? That voice is the template.","In Phase 1 we identified the inner critic — where it came from and what it costs. Now, in Phase 2, we do the rewiring. This is not about silencing the critical voice forever. It is about replacing it with something more functional: an inner coach who is honest, grounded, and genuinely on your side.",https://www.youtube.com/watch?v=pN34FNbOKXc,YouTube: Carol Dweck on growth mindset and the language of coaching — search 'Carol Dweck growth mindset feedback' for talks specifically about how we talk to ourselves and others about challenges. Runtime ~15 min.,,,,What would a fair version of that voice have said instead?,"BUILDING THE COACH: For the inner critic's 5 most common statements about you, write the inner coach's response to the same situation. Use this template — Coach response: Acknowledge the difficulty (e.g. 'That was genuinely hard'), state the specific observation (not global judgment), ask a growth question (e.g. 'What can I learn here?'), and affirm forward capacity (e.g. 'You've handled harder things than this'). Practise reading the coach response aloud to yourself — notice the physiological difference. Share: what the coach says that the critic never says.",Write a 'coach's briefing' for yourself before a challenging situation this week — the kind of preparation a truly skilled coach would give an athlete before a high-stakes moment.,"Given what you noticed today, what is one thing you will do differently before next Sunday?","Once today when the critic fires, deliberately run the coach script instead. Even if it feels artificial at first — do it anyway. The neural pathway is built through repetition, not feeling.",Share with one person: what does your inner coach say that your critic doesn't? Ask them to reinforce the coach voice when they see you defaulting to self-criticism.,Bring back: what happened when you ran the coach script this week? What shifted?,,,"My inner coach is honest, grounded, and genuinely on my side. That voice gets stronger every time I use it.","This session is highly practical and actionable — people leave with a specific skill they can use immediately. The coach script template should be practiced in the room, not just discussed. Some people will find the coach voice feels 'fake' at first — normalise this: it IS a new neural pathway and it does feel strange before it feels natural.",,,,
19,2,Unlearn,Unlearn,Adult,Breaking the People-Pleasing Pattern,Reorienting the Function,Kindness from fear against kindness from choice,When did you last say yes when you meant no?,Choice and response,2 of 3,"3, 43",Standard,,,"The Daoist concept of ziran — natural, spontaneous action arising from one's true nature — stands in direct contrast to the people-pleasing pattern. The Daoist teachers observed: when a tree grows toward its natural form, it is beautiful. When it is trained to grow in someone else's preferred direction, it survives — but at a cost. The branches that grow against the grain are where the beauty actually lives.","The Daoist concept of ziran — natural, spontaneous action arising from one's true nature — stands in direct contrast to the people-pleasing pattern.",,,Saying yes to everything is never closing any apps — your battery hits 1% by noon; a boundary is low-power mode on purpose. Today: turn one fear-'yes' into an honest 'no'.,Saying yes to everything is never closing any apps — your battery hits 1% by noon; a boundary is low-power mode on purpose.,,,"DRAFT — rewrite from the video transcript once the video is chosen.

People-pleasing is rarely about kindness. It is almost always about fear — fear of conflict, rejection, disapproval, or the discomfort of being seen as inadequate. The result is a life lived in service of other people's comfort at the expense of one's own authenticity and wellbeing. This week we examine the pattern — and begin to dismantle it.",Complete this sentence: 'I find it hardest to say no to...' Now ask: is the difficulty about genuine care for that person — or about the discomfort of their potential disappointment?,"People-pleasing is rarely about kindness. It is almost always about fear — fear of conflict, rejection, disapproval, or the discomfort of being seen as inadequate. The result is a life lived in service of other people's comfort at the expense of one's own authenticity and wellbeing. This week we examine the pattern — and begin to dismantle it.",https://www.youtube.com/watch?v=MIte_1vcOqs,"YouTube: Search 'people pleasing fawn response psychology' or Nedra Tawwab on boundaries — practical, evidence-based content on the people-pleasing pattern and how to shift it. Runtime ~10–20 min.",,,,When did you last say yes when you meant no?,"THE PEOPLE-PLEASING AUDIT: In three columns: 1. Situations where you consistently say yes when you mean no (be specific). 2. What you fear would happen if you said no. 3. What the realistic outcome would actually be. For column 2: examine the fear carefully. Is it based on evidence — or on an old pattern? For column 3: distinguish between 'they might be temporarily disappointed' (usually tolerable) and 'there would be a genuine, serious consequence' (sometimes real). Share: one pattern from column 1 — without necessarily naming the specific person or situation.","Write about a relationship where people-pleasing is most active. What are you protecting? What are you sacrificing? What would honest, boundaried engagement actually look like?","Given what you noticed today, what is one thing you will do differently before next Sunday?","Practice a small, low-stakes no today — something where the consequence is mild discomfort rather than serious harm. Notice what happens before, during, and after.",Tell one person you are working on this pattern. Ask them to notice when you agree to things that don't align with your values.,Bring back: what happened when you practised the small no this week? What did you fear vs. what actually happened?,,,"I am not defined by other people's approval. My authenticity is a contribution, not a risk.","People-pleasing is often seen as a virtue — be clear that the session is not encouraging selfishness, but rather distinguishing between genuine care (choosing to help from a full place) and fear-based compliance (saying yes to manage anxiety). Some people will realise their entire relationship history has been shaped by this pattern. Go gently.",,,,
20,2,Unlearn,Unlearn,Adult,Unlearning Scarcity — There Is Enough,Uninstalling the Scarcity Operating System,The belief that there is not enough to go round,"What do you hold back on, in case there isn't enough?",Enough,2 of 3,"6, 46",Standard,,,"The Daoist concept of ziran — naturalness — includes the observation that nature itself does not operate from scarcity. A tree does not ration its leaves. A river does not calculate whether there is enough water to keep flowing. The scarcity mindset is imposed, not inherent. The ancient practice was to observe nature's abundance and learn to trust it.",The Daoist concept of ziran — naturalness — includes the observation that nature itself does not operate from scarcity. A tree does not ration its leaves.,,,"Kindness isn't a biscuit tin that empties — it's a candle that lights other candles and loses nothing. Today: give something away as if it multiplies, because it does.",Kindness isn't a biscuit tin that empties — it's a candle that lights other candles and loses nothing.,,,"DRAFT — rewrite from the video transcript once the video is chosen.

Scarcity thinking is one of the most pervasive and unexamined belief systems in contemporary life. It runs in the background of most decisions — there isn't enough time, money, love, opportunity, or worthiness to go around. This week we examine the scarcity operating system and explore what becomes possible when we uninstall it.",Complete this sentence: 'There is never enough...' What came up most quickly? Time? Money? Love? Recognition? Worthiness? That's your dominant scarcity programme.,"Scarcity thinking is one of the most pervasive and unexamined belief systems in contemporary life. It runs in the background of most decisions — there isn't enough time, money, love, opportunity, or worthiness to go around. This week we examine the scarcity operating system and explore what becomes possible when we uninstall it.",https://www.youtube.com/watch?v=iCvmsMzlF7o,TED Talk: 'The Scarcity Trap: Why We Keep Digging When We're Stuck in a Hole' — Sendhil Mullainathan. Evidence-based exploration of how scarcity thinking shapes behaviour and cognition. Runtime ~15 min.,,,,"What do you hold back on, in case there isn't enough?","SCARCITY AUDIT: In your journal, explore which domains your scarcity thinking is most active: time, money, love/connection, recognition/success, worthiness. For each active domain: What is the specific fear? Is the scarcity real and current — or is it inherited, historical, or projected? What decisions have you made from this scarcity that you wouldn't make from abundance? What would you do differently if you genuinely believed there was enough? Share: one domain where scarcity thinking runs most strongly — and one decision it has driven.","Write about a relationship in your life where you've been operating from scarcity — guarding connection, withholding yourself, competing rather than collaborating. What would that relationship look like if you approached it from genuine abundance?","Given what you noticed today, what is one thing you will do differently before next Sunday?",Notice one scarcity thought today — 'there isn't enough time / I'm not enough / there won't be enough.' Ask: is this actually true right now? Or is it a pattern running on old data?,Tell someone about a scarcity pattern you're unlearning. Share specifically what abundance in that area would feel and look like.,Bring back: where did you notice scarcity thinking running this week — and what happened when you questioned it?,,,There is enough. I am enough. And I generate more of both when I believe this.,Scarcity around worthiness ('I am not enough') is particularly prevalent and often connects back to Week 2 (stories we carry) and Week 9 (wounds we carry). This session can land very deep — allow adequate time for the journalling component. The distinction between genuine material scarcity and inherited/projected scarcity is important to hold carefully.,,,,
21,2,Unlearn,Unlearn,Adult,The Relationships That Shaped You,Structural Assessment,What we absorbed from the people who raised and marked us,What did you learn about love from the people who raised you?,Old hurt,2 of 3,"9, 23",Standard,,,"The concept of relational wisdom in ancient traditions: Confucian thought emphasised the five fundamental relationships as the basis of a well-lived life — but always with the caveat that those relationships had to be honestly examined and consciously enacted, not merely inherited and repeated. Daoist thought added: the quality of any relationship depends on the quality of the person's relationship with themselves first.",The concept of relational wisdom in ancient traditions: Confucian thought emphasised the five fundamental relationships as the basis of a well-lived life — but always with the caveat…,,,"You inherited relationship 'settings' the way a phone ships with defaults — some are great, some need updating. Today: spot one default about love you want to change.","You inherited relationship 'settings' the way a phone ships with defaults — some are great, some need updating. Today: spot one default about love you want to change.",,,"DRAFT — rewrite from the video transcript once the video is chosen.

We are relational beings. The relationships that formed us — primary caregivers, siblings, early friendships, romantic partners, authority figures — have shaped our templates for intimacy, trust, conflict, and belonging. This week we examine those templates honestly, with the goal of choosing which ones to carry forward.","Think of the relationship that has most shaped how you love, trust, and connect with others. Not necessarily your most positive relationship — the most formative one. What template did it install?","We are relational beings. The relationships that formed us — primary caregivers, siblings, early friendships, romantic partners, authority figures — have shaped our templates for intimacy, trust, conflict, and belonging. This week we examine those templates honestly, with the goal of choosing which ones to carry forward.",https://www.youtube.com/watch?v=WjOowWxOXCg,YouTube: Search 'attachment theory explained adults' or 'John Bowlby attachment theory animated' for accessible explainers. Also: search 'anxious avoidant attachment adult relationships' for practical content. Runtime ~10–20 min.,,,,What did you learn about love from the people who raised you?,"RELATIONAL TEMPLATE MAPPING: In your journal, map the key relationships that shaped you: a primary caregiver, a significant early friendship or romantic relationship, an authority figure. For each: What did this relationship teach you about trust, love, conflict, and your own worth in connection? What relational patterns do you now carry that trace back to this relationship? Which of those patterns are assets? Which are limitations? Where do you see these patterns showing up in your current relationships? Share: one pattern you've identified — without necessarily naming its origin.",Write about one relational pattern you'd like to unlearn. Where did it come from? What function did it originally serve? What would the upgraded version look like?,"Given what you noticed today, what is one thing you will do differently before next Sunday?",Notice once today in a relationship interaction when an old template seems to be running. You don't have to change it — just see it.,Tell one trusted person about a relational pattern you're examining. Ask them if they see it showing up in your relationship with them.,Bring back: what did you notice about old templates running in your relationships this week?,,,I understand how I was shaped by the relationships I've been part of. I choose which templates I carry forward.,"This is potentially the most psychologically rich session of Phase 2. Attachment theory can produce profound recognition and strong emotion. Keep the tone curious and compassionate — this is mapping, not blame. Some participants may need referral to a therapist to do deeper work with what emerges.",,,YES,
22,2,Unlearn,Unlearn,Adult,Setting Down the Armour,Updating the Security System,The defences that now keep connection out,"What are you protecting, and who is it keeping out?",Masks and being seen,2 of 3,"10, 42",Standard,,,"The Daoist concept of rou — softness, yielding, flexibility — is consistently described as the ultimate form of strength. 'The softest things in the world overcome the hardest things in the world.' The armoured surface resists but eventually cracks. The yielding surface absorbs and sustains. Setting down the armour is not weakness — it is the deeper form of strength.","The Daoist concept of rou — softness, yielding, flexibility — is consistently described as the ultimate form of strength.",,,"The armour that got you through school now sets off the metal detector at the hug. Today: lower one piece of armour — sarcasm, busyness, control — with one safe person.",The armour that got you through school now sets off the metal detector at the hug.,,,"DRAFT — rewrite from the video transcript once the video is chosen.

We all developed protective mechanisms — ways of keeping ourselves safe from vulnerability, hurt, and rejection. Those mechanisms were often necessary once. But armour that once protected you can become a prison. This week we examine what we're defended against, what the defence is costing us, and what becomes possible when we begin to set it down.",What is your most reliable piece of emotional armour — the strategy you go to most reliably when you feel vulnerable? Humour? Intellectualising? Disappearing? Overworking? Aggression? Agreeing too quickly?,"We all developed protective mechanisms — ways of keeping ourselves safe from vulnerability, hurt, and rejection. Those mechanisms were often necessary once. But armour that once protected you can become a prison. This week we examine what we're defended against, what the defence is costing us, and what becomes possible when we begin to set it down.",https://www.youtube.com/watch?v=iCvmsMzlF7o,TED Talk: 'The Power of Vulnerability' by Brené Brown — the foundational research on armour and what lies on the other side of it. Runtime ~20 min.,,,,"What are you protecting, and who is it keeping out?","ARMOUR AUDIT: In your journal, map your primary armour pieces: What is my main defensive strategy when I feel vulnerable? What specific situations reliably trigger it? What was the original threat this armour was built against? What does it protect me from now — and what does it also block that I actually want? What would I need to feel safe enough to set it down, even temporarily, in one low-risk situation? Share: one armour piece and what it costs you.",Write about what you most protect yourself from feeling or showing. What is the most realistic 'worst case' if that protection came down — and what is the most realistic 'best case'?,"Given what you noticed today, what is one thing you will do differently before next Sunday?",Choose one low-risk relationship or situation this week where you deliberately set a small piece of armour down — let something real show. Notice what happens.,Tell one person about a defensive strategy you're examining. Let them respond — and receive the response without retreating.,Bring back: what happened when you set a small piece of armour down this week?,,,I am strong enough to be soft. I choose openness not because danger has disappeared but because connection is worth the risk.,The armour session is often the one where people cry. That is appropriate — the armour has often been up for decades. Go slowly. Never push anyone to be more vulnerable than they are ready to be. Model the approach yourself as a facilitator: let something real show in how you hold the room.,,,,
23,2,Unlearn,Unlearn,Adult,Grief and Growth — What Endings Make Possible,Completing the Close,"Loss, and the ground it clears",What ended that you have not properly mourned?,Old hurt,3 of 3,"9, 21",Standard,,,"The concept of wu wei — not forcing, flowing with what is — applies directly to grief. Ancient wisdom traditions did not seek to eliminate grief. They created containers for it: mourning rituals, community witness, periods of designated sorrow. The container was not there to extend the grief indefinitely — but to ensure it was fully moved through, not skipped over.","The concept of wu wei — not forcing, flowing with what is — applies directly to grief. Ancient wisdom traditions did not seek to eliminate grief.",,,"Winter looks like the tree died, but it's just clearing the branches for spring. Today: name what an ending has quietly made room for.","Winter looks like the tree died, but it's just clearing the branches for spring. Today: name what an ending has quietly made room for.",,,"DRAFT — rewrite from the video transcript once the video is chosen.

Grief is not only about death. It is the appropriate response to any genuine loss — of a relationship, an identity, a version of your future, a belief that no longer holds. Most of us have been taught to get through grief quickly rather than move through it honestly. This week we honour what grief actually is — and what becomes possible on the other side.","What is something you've lost — a relationship, a life chapter, a version of yourself, a dream — that you haven't fully grieved? Not because the loss wasn't real, but because there wasn't space, or permission, or understanding of what grief actually requires.","Grief is not only about death. It is the appropriate response to any genuine loss — of a relationship, an identity, a version of your future, a belief that no longer holds. Most of us have been taught to get through grief quickly rather than move through it honestly. This week we honour what grief actually is — and what becomes possible on the other side.",https://www.youtube.com/watch?v=khkJkR-ipfw,YouTube: David Kessler on the sixth stage of grief — meaning-making after loss. Search 'David Kessler sixth stage grief meaning' for his talks. Also: search 'post-traumatic growth research' for wider context. Runtime ~15–20 min.,,,,What ended that you have not properly mourned?,"GRIEF AND GROWTH INVENTORY: In your journal, explore a loss you haven't fully grieved. Work through: What was lost — be specific and honest? What did that thing represent to you (identity, hope, belonging, safety)? What have you done instead of grieving it (numbed, kept busy, minimised, intellectualised)? What would fully honouring this loss require — what would genuine acknowledgment look like? And: what has this loss — or the process of beginning to grieve it — made possible, or is beginning to make possible? Share: one loss you are beginning to move through more honestly.","Write a letter to something or someone you've lost — thanking it, honouring it, and consciously saying goodbye.","Given what you noticed today, what is one thing you will do differently before next Sunday?","Allow yourself one grief moment this week — not performed, but real. A few minutes to acknowledge what was lost and what it meant.","Tell one person about a loss you're still carrying. Let them simply witness it — no advice, no fixing, just witnessing.",Bring back: what was it like to write the goodbye letter? What shifted?,,,"I honour what I have lost. And in that honouring, I make space for what is coming.","CRITICAL: Grief sessions can activate deep and sometimes unexpected material. Ensure the room is safe and unhurried. Have tissues and a quiet space available. Acknowledge at the start that 'loss' here is broad — relationships, identities, life chapters, not only death. Have grief counselling referral resources available.",,,YES,
24,2,Unlearn,Unlearn,Adult,Rewiring Fear — From Threat to Signal,Calibrating the Threat Sensor,Reading the body's alarm as information,What are you afraid of that has never actually happened?,The body,2 of 3,"4, 30",Standard,,,"The ancient practices of sitting with discomfort — meditation, fasting, cold exposure, ritual endurance — were never about punishment. They were about distinguishing real threat from discomfort, and building the nervous system's tolerance for the unknown. The Daoist master sat with uncertainty as a practice — not because certainty was unavailable, but because the capacity to act in uncertainty was worth cultivating.","The ancient practices of sitting with discomfort — meditation, fasting, cold exposure, ritual endurance — were never about punishment.",,,"Most alarms in your head are burnt toast, not a house fire — the smoke detector just can't tell the difference. Today: label one fear 'burnt toast' and open a window instead of running.","Most alarms in your head are burnt toast, not a house fire — the smoke detector just can't tell the difference.",,,"DRAFT — rewrite from the video transcript once the video is chosen.

Fear is not the problem. Fear is information. But most of us have fear responses that are miscalibrated — firing at situations that don't warrant the intensity, categorising opportunity as threat, treating discomfort as danger. This week we examine our fear responses, understand their origins, and begin the rewiring.","Name a fear that significantly shapes your choices. Now: is this fear about genuine, present-day danger — or about the possibility of discomfort, judgment, failure, or uncertainty?","Fear is not the problem. Fear is information. But most of us have fear responses that are miscalibrated — firing at situations that don't warrant the intensity, categorising opportunity as threat, treating discomfort as danger. This week we examine our fear responses, understand their origins, and begin the rewiring.",https://www.youtube.com/watch?v=RcGyVTAoXEU,TED Talk: Search 'fear vs discomfort psychology talk' or Susan Jeffers 'Feel the Fear and Do It Anyway' for evidence-based content on fear rewiring. Also: search 'amygdala hijack fear response' for the neuroscience. Runtime ~15 min.,,,,What are you afraid of that has never actually happened?,"FEAR AUDIT: Map your significant fears in two columns. Column 1: 'Genuine danger' fears (realistic threats that warrant the alarm). Column 2: 'Discomfort disguised as danger' fears (situations that are uncomfortable, uncertain, or risky but not genuinely dangerous). For Column 2 fears: What would happen if you moved toward this thing rather than away from it? What have you missed or avoided because of this fear? What's the smallest possible step toward it? Share: one Column 2 fear and what avoiding it has cost you.",Write about one significant fear that has shaped your choices. Be honest about what it has cost you to avoid the feared thing. Then write: what would you do if this fear were calibrated accurately — as discomfort rather than danger?,"Given what you noticed today, what is one thing you will do differently before next Sunday?",Walk toward one small Column 2 fear today. Not the biggest one. The smallest accessible one. Report what you notice.,Tell one person about a fear you're rewiring. Ask them to notice when you avoid it — and to gently call it out.,Bring back: what happened when you walked toward the small fear? Fear prediction vs. actual experience?,,,Fear is information. I distinguish danger from discomfort — and I walk toward discomfort.,This session complements Phase 1 Week 3 (Pattern Interrupt) — revisit that material if helpful. The Column 2 fear category is often a revelation. Ensure the distinction is clear: this is not about suppressing fear or being reckless. It is about accurate calibration and voluntarily expanding the window of tolerance.,,,YES,
